island,대분류,중분류,소분류,Question,Answer
금오도,생활과 민속,신앙 및 의례,민간신앙,섬 주민들의 민간신앙에는 어떤 것들이 있어?,"<설>
설은 한 해가 시작되는 첫날로서 ‘정월 초하루’ 혹은 ‘설날’이라고 부른다. 이날은 새해가 시작되는 날이기 때문에 경거망동을 삼가고 조신하게 하루를 보내야 한다. 그래야 1년 동안 아무 탈 없이 무사하게 보낼 수 있다고 생각하는 믿음 때문이다.
차례상은 초하루 아침에 차리는데 술, 떡국, 과일, 생선, 나물 등을 올린다. 특히 떡국을 올리는 이유는 ‘애원 없이 살아 달라’는 의미를 담고 있다. 이때 올리는 떡국은 집에서 제사를 모시는 조상 숫자만큼 올리게 된다. 또한, 지앙상과 성주상을 차리게 되며 특히 차례상 밑에는 ‘구신상(귀신상)’이라 하여 따로 작은 상을 차려놓는다.
새벽이 되면 떡국으로 상을 차려 차례를 모시게 된다. 차례를 지내고 나서는 할아버지, 할머니, 부모님, 아버지 형제분들에게 차례로 세배를 올린다. 세배를 하면 아이들에게는 과자나 곶감 등을 주며, 어른들은 음식과 막걸리를 대접한다.
설날에는 설빔이라고 하여 새 옷을 갈아입는다. 설빔을 한 뒤 차례를 지낸다. 설빔은 베를 짜서 만들어 주는데, 보통 하루에 1벌 정도 만들 수 있다고 한다. 이 옷 중에서 소매부분에 물을 들인 옷을 만들어 주기도 하는데 이를 ‘까치옷’이라고 한다.
세배가 끝나면 성묘를 가고, 오후부터는 마을 어른들에게 세배를 한다. 세배를 받은 어른들은 아이들에게는 과자나 곶감 등을 주고 어른들에게는 음식과 막걸리를 대접한다. 그러나 상주(喪主)는 초닷새 안까지는 남의 집에 가지 않으며 외출을 삼가야 한다.
설에 하는 놀이로는 마을 사람들끼리 모두 모여 윷놀이를 많이 하고, 여자들은 그네뛰기를, 남자아이들은 연날리기, 제기차기를 하였다. 
<정월 대보름>
음력 정월 15일을 정월 대보름이라 한다. 14일 날 밤에 상을 차리는데, 이날은 다른 때와는 달리 오곡밥을 차린다. 오곡밥에는 쌀, 수수, 조, 팥 등을 넣어 만든 밥을 말하는데, 이 외에도 고사리, 콩나물, 고사리 등 다양한 나물들을 차린다. 오곡밥은 해우(김)에 싸서 쌀 왕겨 속이나 항아리 속에 넣어두는데 보름날 아침이 되면 찾아서 먹는다. 이렇게 먹으면 그해 풍년이 든다고 믿는다.
14일 밤에는 언덕에 불을 지르면서 노는데 이를 쥐불놀이라고 한다. 아이들은 횃불을 돌리면서 논다. 또한, 14일 밤에 커다란 간짓대를 가지고 뒤안을 돌아다니면서 곳곳을 뚜드리는데, 이 때 ‘웃녘(윗녘) 새는 우그(위로)로 가고, 아랫녘 새는 아래로 가고 우리집 곡석(곡식)밭에 안지 마라’라고 외치는데, 이렇게 하면 그해 자신들의 농작물이 새(鳥) 피해를 입지 않는다고 여긴다.
보름에는 아침 일찍 자신의 이름을 부르면 대답 대신 ‘니더우’라고 말을 하는데 이를 ‘더우 폴기’라고 한다. 이렇게 더위를 팔면 그해 여름 더위를 타지 않고 여름을 날 수 있다고 여긴다.
정월 보름날 아침에 아이들은 아침 일찍부터 마을 사람들 집으로 바구니를 들고서 밥을 얻으러 다닌다. 이렇게 얻어온 밥을 도구통 위에 놓고 앉아 먹는데, 이렇게 하면 그해에는 아이들 몸이 좋아지고 건강하다고 여긴다. 보름에는 보통 널을 뛰면서 노는데, 이렇게 놀면 산에 나무를 하러 갈 때 나무등걸에 발을 찔리지 않는다고 여긴다. 
보름날 밤에는 ‘새내기(사내기) 몰아내자’고 하여 짚으로 꼬아 만든 새끼줄을 가지고 집 안 뒤로 끌고 다니다가 이를 마을 앞 물가에 내다 버린다. 이렇게 하면 그해 자신의 집에 나쁜 짐승들이 들어오지 않는다고 한다.
<정초 속신>
정초에 마을에 계시는 유식한 어른들이나 한학자분들을 찾아가 그해 운을 보았다. 그해 운이 좋지 않을 경우에는 맥이를 하여야 한다. 
정초에는 일진을 봐서 손이 있는 곳을 가려 조심하여야 한다. 보통 1일과 2일은 동쪽에 3일과 4일에는 서쪽에 손이 있다. 또한, 5일과 6일은 남쪽에, 7일과 8일은 북쪽에 손이 있다. 대신에 9일과 10일에는 손이 없는 날이다. 따라서 손이 있는 방향으로는 물건을 옮기거나 일을 할 때 조심하여야 한다.
<2월 1일>
음력 2월 1일은 ‘이월 초하레’라고 부르는데, 이날은 각 가정에서 콩을 볶아 먹는다. 솥뚜껑을 거꾸로 뒤집은 후 그곳에 콩을 볶는데, 이때는 콩뿐만 아니라 오곡도 함께 볶아 먹는다. 콩을 볶으면서 ‘밭에 버러지 볶자, 버러지 볶자’라는 말을 반복하는데, 이렇게 하면 그 해에 밭에 벌레가 생기지 않는다고 한다. 또한, 이날은 영등할머니가 내려오는 날이다. 이날 내려온 영등할머니는 20일이 넘으면 다시 하늘로 올라가게 된다. 이날 바람이 불면 ‘바람영동’이라고 하는데 이날은 영동할머니가 딸과 함께 내려오는 것으로 여긴다. 영등할머니 딸이 치마를 팔랑팔랑거리며 내려오기 때문에 바람이 부는 것이다. 반대로 이날 비가 오면 ‘물영동’이라고 하며 며느리와 함께 내려온 것이라고 한다. 또한, 이날은 방안 장롱문을 열어놓아야 하는데, 이날 장롱문을 열어놓지 않으면 영등할머니가 올라가기 전까지 고운 옷을 입을 수도 없고 붉은 헝겊을 만질 수도 없다. 따라서 이날은 반드시 장롱문을 열어놓아야 한다. 
<입춘>
입춘은 양력 2월 4일로 입춘이 되면 ‘입춘대길(立春大吉)’, ‘건양다경(建陽多慶)’이라는 글귀를 써서 팔(八)자 형태로 집 대문이나 천장, 기둥에 붙였다. 그러나 지금은 부적같다고 하여 붙이는 사람이 거의 없다. 
<삼짇날>
삼짇날에는 삼이 두 번 겹치기 때문에 양기가 충만한 날이다. 이때는 강남에 갔던 제비가 오는 날이다. 이날 들에 나가 흰나비를 보면 부모가 돌아가시는 등 상복(喪服)을 입을 운이라 하여 좋지 않게 여긴다. 
<한식>
한식은 동지로부터 100일째 되는 날을 말하는데, 별일은 없지만 경우에 따라 묘소 일을 하기도 한다. 
<초파일>
4월 8일 초파일은 석가모니의 탄생일로 절에 다니는 사람들 대부분이 절에 찾는다. 그러나 낭도에는 절이 없어서 절에 갈 사람은 여수까지 나갔다고 한다. 보통 돈과 쌀 등을 가지고 가서 집안 식구들이 잘되기를 빌고 연등을 단다. 
<단오>
단오는 음력으로 5월 5일인데, 이날은 산과 들에 나는 온갖 잎들이 약이 된다고 하여 뜯어다가 달여먹는다. 
<유두>  
유두날 아침에 음식을 장만하여 밭에 나가 지석님께 수확량이 많기를 빈다. 또한, 논에 나가서는 용수님께 수확량이 많기를 빈다. 
<복날>  
복날은 초복, 중복, 말복이 있는데, 이를 삼복이라고 부른다. 이때는 날이 더워 몸이 허해지기 쉽다고 하였다. 그래서 몸보신을 하려고 단백질이 많은 닭이나 염소, 개를 잡아먹었다고 한다. 
<백중>  
백중 때에는 집에서 개떡을 만들어 제를 모신다. 
<추석>
추석은 오늘날 설과 함께 2대 명절로 여겨지는 날로 음식을 장만하여 차례를 지내고 성묘를 한다. 추석 전에는 벌초를 하는데, 이때 미리 성묘를 하기도 한다. 추석은 새로 나온 과일 등을 정성껏 준비하여 조상님께 제를 올리는 데, 장만하는 음식이나 방법은 설에 장만하는 음식과 유사하다. 이때는 특별히 송편을 만들어 차리는데, 송편은 반달 모양으로 만들고 그 안에는 팥이나 콩을 채워 넣는다. 아침 일찍 차례를 모신 후 조상의 산소를 찾아 성묘하고, 후에는 마을에 모여 술을 마시거나 윷놀이 등을 하면서 논다.
<올배심리>
올배심리는 그해 새로 나온 쌀을 조상님께 올리는 것을 말한다. 나락이 어느 정도 익으면 이것을 베어다가 찐 후 도구통에 넣고 찍어 쌀을 만든다. 이것으로 밥을 지어 조상님께 올리는데, 이때는 전어 등을 사와 음식을 장만하여 성주와 조왕에 차려 놓는다. 이렇게 차린 음식은 이웃사람들을 불러 나눠 먹는다. 
올배심리는 추석에 하기도 하지만 철이 빨라 추석이 일찍 든 경우에는 추석 후에 따로 날을 잡아 지내게 된다. 
<구일지>
9월 9일은 ‘구일지(구일제)’라고 하여 술과 떡을 장만하여 조상께 제사를 지내는 집안이 있다. 
<시제>
10월에는 농사가 다 끝나고, 가장 곡물이 풍부하기 때문에 날을 받아 시제를 지냈다. 보통 시제를 모실 때는 문중에 있는 논밭을 다른 사람에게 맡겨 여기에서 나온 곡수를 가지고 제물을 장만한다. 예전에는 먹을 것이 귀했기 때문에 많은 사람들이 참석하였다고 한다. 최근에는 일요일에 날을 잡아 지내는데 자식들이 직장을 다니기 때문에 쉽게 참석할 수 있도록 하기 위해서이다.
<동지>
동지에는 팥죽을 만들어 먹는데, 팥죽은 새알 모양의 떡을 만들어 팥을 삶아 거른 물에 끓인다. 붉은 색깔이 귀신을 쫓은 축귀력이 있어 숟가락으로 마당이나 담장 등에 뿌리기도 한다. 이렇게 팥죽을 뿌리면 집안의 액운이 없어진다고 믿는다. 동지는 애기동지와 어른동지가 있는데, 애기동지는 음력 11월 초순에 동지가 들 때이고 어른동지는 중순에 들 때이다. 어른동지가 되어야 시절이 좋다고 여긴다. 요즘은 집 주변에 팥죽을 뿌리는 풍습은 사라졌다고 하더라도 팥죽을 쑤어 먹는 풍습은 지금도 지속되고 있다.
<그믐>
12월은 1년의 마지막 달로 새해를 맞이할 준비를 하는데 집안청소를 하고, 음식장만을 한다. 이때 청소를 하면서 나온 쓰레기는 불에 태운다. 또한, 이날 밤에는 불을 켜놓고 자지 않는데 이것을 수세(守歲)라고 한다. 섣달그믐 때 자면 눈썹이 하얗게 된다고 해서 잠을 못 자게 하며, 또한 설을 쇠기 위해 각종 음식을 장만하는 날이기도 하다. 이날 저녁에는 ‘망중해’라 하여 음식을 장만하고 밥을 지어 상을 차려놓는다. 


<공달>
공달은 계절과 음력의 날짜를 맞추기 위한 달로서 탈이 없는 달이다. ‘윤달’이라고도 불리며 이달은 평년보다 한 달이 더 있는 달로 4년마다 있다. 이때는 집수리, 이사, 수의 장만 등을 하고, 대신에 결혼은 하지 않는다."
금오도,주요 자원 및 현황,관광 자원,추천 여행지,금오도로 여행 가면 꼭 가봐야 할 곳 3곳만 추천해 줘.,"비렁길, 매봉산-옥녀봉 등산로"
금오도,주요 자원 및 현황,관광 자원,둘레길,금오도 둘레길' 코스는 어떻게 구성되어 있어?,"금오도에는 벼랑이라는 의미인  비렁길이 있다. 2010년 금오도의 벼랑을 따라 이어진 마을길을 복원하는 생태탐방로 비렁길을 제안하였고, 2012년 5개 코스가 완성되었다. 
총 길이  18.5km   
 1코스 : 5km(2시간 소요) 함구미-미역널방-송광사절터-신선대-두포
 2코스 : 3.5km(1시간 소요) 두포-굴등전망대-촛대바위-직포
 3코스 : 3.5km(1시간 소요) 직포-갈바람통전망대-매봉전망대-출렁다리-학동
 4코스 : 3.2km(1시간 소요) 학동-사다리통전망대-따순기미전망대-심포
 5코스 : 3.3km(1시간 소요) 심포-막포전망대-숲구지전망대-장지"
금오도,주요 자원 및 현황,관광 자원,체험 활동,금오도에서 즐길 수 있는 체험 활동이 있어?,금오도 여가 캠핑장이 대유마을 남면 대유길 36-2에 있다. 일반 캠핑과 글램핑 및 부대시설이 있다.
금오도,주요 자원 및 현황,당면 과제,현안,금오도가 현재 겪고 있는 가장 큰 어려움은 뭐야?,노령화와 인구감소
금오도,주요 자원 및 현황,미래 전망,발전 계획,금오도의 발전을 위해 어떤 계획들이 추진되고 있어?,대두라도와 금오도를 연결하는 대교를 건립하는 방안을 모색중이다. 
금오도,주요 자원 및 현황,미래 전망,전망,금오도의 미래 전망에 대해 어떻게 생각해?,다리가 연결되면 앞으로 주민들의 생활 특히 이동권은 편해질 것이다. 관광객들도 더 많이 찾아오겠지만 섬에 머무는 관광객이 줄어들 수 있다.
안도,인문·사회 환경,인구 및 마을,인구 수,현재 안도에는 몇 명 정도 살고 있어?,"2024년 1월 현재, 안도에는 주민등록상 215세대 321명의 주민이 살고 있다."
안도,인문·사회 환경,인구 및 마을,인구 구성,"안도의 인구 구성(연령, 성별)은 어때?","2024년 1월 현재, 남자가 176명 여자가 145명이 살고 있으며, 실제 거주자는 이보다 적다."
안도,섬의 개요,기본 정보,면적,안도의 전체 면적은 얼마야?,"안도의 총면적은 2.92㎢이고, 해안선 길이는 11.6km이다."
안도,섬의 개요,기본 정보,행정구역,안도의 행정구역상 주소는 어떻게 돼?,여수시 남면 안도리
안도,인문·사회 환경,공공 및 편의시설,공공기관,"마을회관, 파출소 같은 공공시설은 어디에 위치해?","안도중계민원처리소가 남면 안도안길 25-2에 위치하고 있으며, 여수경찰서 안도분소가 있었으나 2017년 폐소하였다. 해양경찰서 서고지출장소가 서고지(남면 서고지길 33)에 있다. 
힌퍈, 남면우체국 안도출장소가 남면 안도안길 5에 위치한다."
안도,인문·사회 환경,공공 및 편의시설,주요 시설,안도 안에 학교나 병원이 있어?,"병원은 없고, 안도보건진료소가 남면 안도해변길 49-7에 있다. 교육기관은 여안초등학교가 있었으나, 2022년 2월 폐교하였고, 여남중학교 안도분교장이 있었으나 2020년 폐교하였다."
안도,섬의 개요,지리적 위치,위치,안도의 지리적 위치에 대해 설명해 줘.,"금오열도에 속한 섬으로 금오열도의 끝에 위치하며, 북동쪽으로 면소재인 금오도가 위치하고 연도교로 이어져 있다. 북쪽으로 돌산읍 율림리가 있고 동쪽으로는 망망대해이며, 멀리 경남 통영시 욕지도가 위치한다. 남동쪽으로 여수시 작도가 있다. 서쪽으로 고흥반도의 나로도가 있으며, 남쪽은 연도가 위치한다."
